split,song,source_song,source_kind,source_file,bar_number,image_path,label_path,source_label_path,image_sha256,label_sha256
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,29,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar029.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar029.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar029.json,17d8fb1ce417b69156422b4c685eaae8468ef9f659ba7a144c22d1c672ee2e4f,eb18f9b9f78ed55f726d753112cc3ec579059c14c5556b29bd9312c26cb60a35
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,31,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar031.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar031.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar031.json,49e3587731ab84c05a9abcf722079a1c1aecc4f36362a2657c3cd735199490f2,348a6916230bc2703dde2f7e93127b3facacb931a5f6ec97d65bffe897331ea0
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,32,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar032.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar032.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar032.json,012a5ecd173b57d15de1b80586b68f39a7651d43fd5e520a89544cb4136abae7,e8394ec2f0d63a19ebd48563098870c9b22064fe6df3c34684f5be88ae26355e
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,33,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar033.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar033.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar033.json,505e89194e9c43f7295d60b32e50c535f658cc54d5a4ed5424cc04e178691222,7e5ad3d823ed79d923ec2bd0a1ad42ccbc51d850b0a6b537d9c0d0df0e846e96
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,34,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar034.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar034.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar034.json,3e6e4bbe751964c26aa777bf121437e010dd4cd30af1ba022884a1a52b01ed6b,326c5d2696866771593b988d32d392e6c60d4f0bab8a3d4ae626c38027b4de6d
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,35,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar035.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar035.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar035.json,ff6caa53608ea2e8a8eac49a6cf87800cf92ce58d792ecf927bc73e5939ad9b9,45eec3defa20d58f25296aa77d6867117d4d8805812325045f3acf880c546a00
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,36,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar036.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar036.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar036.json,fa508f322844da154f4be152699535aa6b9ff8c5a272bb0c5a02b438b9238644,cfcf94ff9677416b5f85adc64726c130bd7ba462fe8b86265c24275e9c338716
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,37,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar037.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar037.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar037.json,9dd868b4a9b3909485dd37e6f66e4d608b03b3327b964035048dab57543c9084,2f7fd583bad3a4cb30dfc27def8d7fcf102d94e3f9fed62fb150f3db563affac
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,38,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar038.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar038.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar038.json,c3f25f28f9e2c4e0a1cf3039d2871fac639cd222363293c967ee4456c4213e5d,a4e9963b5e1dc85932b91986446e2931aa5af21c5f8ea10bbcf989e144b1d657
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,39,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar039.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar039.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar039.json,b9d8453d788291bdc32a2df466412464688a38bba56d845ff5ac6ca6f55b416b,47862b9f5a590d649949f67bd1156c769827ff7bba34883b293a79a17d6ff52a
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,40,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar040.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar040.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar040.json,5164262204bf4c140b4536276f45f17cd697a60c27b9937cefc8b15baa407a4f,aaaa5ef9f993df981b4575af33ed714c16ce3c98f9d62d39cbb941134e795b61
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,41,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar041.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar041.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar041.json,1ec1255bd054c56b6db123b3bef224154542a2843f58143b2cf04fc36622380c,6c37b6dc1c4f260e71a1508829c1e0e7553e4affa3e855b4a542cf9fdc216393
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,42,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar042.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar042.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar042.json,cf82d3edbb54a455253c5dc9cb1de3edbf02b1ad1b6054fd9f71202b57cb59e8,d627af2210e6ac684e79f62e3bc45dd944cf1119f7d0c06b85864c726422b0ca
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,43,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar043.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar043.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar043.json,da827b6ce08dbb1894aa1f04334a769835470f1dc88460092ef122b8c90b7d4d,2833661fd2f34c07f0571885bb9b835cc2fda79f849037829f160dcd61787b8c
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,44,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar044.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar044.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar044.json,c75881a0e1cd6c57ca9a92ff557ad8f99827bcdb4e4f633d511e029cee891cb9,88bf26c676b33ff2a7d2f9e51b9eb7768d32557d91b8f909785844db3f40e055
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,46,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar046.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar046.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar046.json,7f7fc62707f2f1fbafc21a0a3c0bc8be9f7357d2dc00bef02dfffdbb5da9c9c2,d8a75df1647bca751700ce96eb4f53d959ce2f79097a9c3bc6d1c6e1cbff04cd
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,47,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar047.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar047.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar047.json,7389a012cb640b72d512d5abb3fa11269ce57a40af4dae8ea2d5ee63a9af3f63,899c43ff612d48ed7a177cd4f34ada69b2e2cfa34dab491192baa5953c242800
train,21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm,21 Guns Drum Tab Green Day May 27 2026,gp7,ml/data/songsterr/guitar_pro/21 Guns Drum Tab Green Day May 27 2026.gp,50,ml/data/dataset/images/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar050.png,ml/data/dataset/labels/21 Guns Drum Tab by Green Day _ Songsterr Tabs with Rhythm_bar050.json,ml/data/labels/21 Guns Drum Tab Green Day May 27 2026_bar050.json,85b770833aa4d0bcf718e8f64427d9ecb29cff29abb691f6ac81cd03a17c68c1,750e257ede722e931e1e46aa0b2fc892a8715ff6a62451ecba548a7ca78c1c42
